llevel,mlevel,minorMasterId,playerName,playerNameRoute,UPURL,UPID,positionDB,playerTeamId,RPM,Vel,cRisk,cETA,cFV,cWeight,cHeight,cRank,cOVR,cORG,cTrend,cDraftSchool,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,SPL,CT,CMD,cSeason,playerPageSortOrder,cCollegeCommit,ID,RowID,FirstName,LastName,Position,Age,Team,Season,Type,PlayerId,DraftRank,ProjTeam,Ovr_Rank,Org_Rank,FV_Current,Risk_Current,ETA_Current,Draft,CollegeCommit,Height,Weight,Bats,Throws,School,Summary,YouTube,pHit,fHit,pGame,fGame,pRaw,fRaw,pSpd,fSpd,pFld,fFld,pArm,fArm,pFB,fFB,pSL,fSL,pCB,fCB,pSPL,fSPL,pCMD,fCMD,bRPM,fRPM,Range,Touch,Variance,options,servicetime,pCH,fCH,pCT,fCT
MLB,MLB,sa912520,Leody Taveras,Leody Taveras,/players/leody-taveras/18900/stats/batting,18900,OF,2.0,,,Medium,2020,50,170,"6' 1""",,86,2,,Dominican Republic,30 / 55,20 / 45,45 / 50,60 / 60,45 / 55,55 / 55,,,,,,,,2018,0,,17322,2,Leody,Taveras,CF,19,TEX,2018,2018 Report,18900,0,,86,2,50,0,2020,J2 2015,,73,170,S,R,Dominican Republic,"Taveras didn't have a spectacular 2017 but he was just a teenager in full-season ball, so his .250/.312/.360 line is pretty palletable. He still projects as a plus hitter with plus defense in cetner field and a plus arm, butquestions about his power potential pervade. He's somewhat projectable, physically, but unless a change in approach is made his power output and overall ceiling are capped. He still profiles as an above-average regular but he's a great developmental distance away from that.",RpzjuTfUZqg,30.0,55.0,20.0,45.0,45.0,50.0,60.0,60.0,45.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,Medium,0,4.031,,,,
AAA,MLB,sa828704,Isan Díaz,Isan Diaz,/players/isan-diaz/17922/stats/batting,17922,2B/3B,,,,Medium,2019,50,185,"5' 10""",,87,5,,Springfield HS (MA),30 / 40,40 / 60,60 / 60,50 / 45,45 / 50,55 / 55,,,,,,,,2018,0,,17498,5,Isan,Diaz,2B,21,MIA,2018,2018 Report,17922,0,,87,5,50,0,2019,2nd rd 2014,,70,185,L,R,Springfield HS (MA),"Diaz continued a long anticipated transition from shortstop to second base in 2017 and saw more time at second than short for the first time in his career. He has an above-average arm but fringey hands and range. Diaz’s combination of plus power, patience and ability to play an up-the-middle position, even if he’s only fringe to average there, give him star potential despite likely issues with contact. His uppercut swing is going to lead to strikeouts, but he picks the right pitches to drive and could hit 25 bombs at peak.",EmFvDmq5VBs,30.0,40.0,40.0,60.0,60.0,60.0,50.0,45.0,45.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,Medium,0,1.103,,,,
,MLB,sa874168,Jon Duplantier,Jon Duplantier,/players/jon-duplantier/19546/stats/pitching,19546,P,-1.0,,,Medium,2019,50,225,"6' 4""",,88,1,,Rice,,,,,,,60 / 60,55 / 60,50 / 50,45 / 55,,,45 / 50,2018,0,,17370,1,Jon,Duplantier,RHP,23,ARI,2018,2018 Report,19546,0,,88,1,50,0,2019,3rd rd 2016,,76,225,R,R,Rice,"There's still quite a bit of perceived injury risk surrounding Duplantier because he's a Rice product who had shoulder issues as a sophomore and because he has a long, somewhat awkward arm stroke. But his stuff was great in 2017 and he was healthy all year, striking out 165 hitters in 136 innings split between Low and Hi-A. He has a four-pitch mix headlined by a mid-90s fastball and plus slider. The curveball and changeup are both about average with scouts reticent to project much on the changeup because of the arm action. If he pitches free of injury for a second straight year, he'll move into the middle of this list as a potential above-average rotation piece.",,,,,,,,,,,,,,60.0,60.0,55.0,60.0,50.0,50.0,,,45.0,50.0,0,0,,0,Medium,0,0.135,45.0,55.0,,
,MLB,sa856551,Zack Burdi,Zack Burdi,/players/zack-burdi/19159/stats/pitching,19159,P,-1.0,,,Medium,2019,50,210,"6' 3""",,89,5,,Louisville,,,,,,,80 / 80,60 / 65,,55 / 60,,,40 / 45,2018,0,,17103,5,Zack,Burdi,RHP,22,CHW,2018,2018 Report,19159,0,,89,5,50,0,2019,1st rd 2016,,75,210,R,R,Louisville,"Burdi had Tommy John surgery in July and will miss most of 2018, if not all of it. He's also a reliever with lots of effort in his delivery. Once you get past those two things, there's only good news: he sits 97-100 and hits 102 mph, his slider is regularly plus to plus-plus and he's developed a changeup that's also plus. The rare plus three pitch mix and enough command to have some idea where those pitches are going makes him a near unicorn. Also, the surgery is less risky when you only need the guy to be healthy for 6 years, throwing 20-30 pitches at a time. Look for Burdi to deliver on his first round pedrigree as an elite reliever for the Sox in 2019, with the upside of one of the top 5 relievers in the game.",qjlYWTBkyNQ,,,,,,,,,,,,,80.0,80.0,60.0,65.0,,,,,40.0,45.0,0,0,,0,Medium,1,0.137,55.0,60.0,,
AAA,MLB,sa874219,Austin Hays,Austin Hays,/players/austin-hays/19363/stats/batting,19363,OF,4.0,,,Medium,2018,50,205,"6' 0""",,90,1,,Jacksonville,40 / 50,45 / 50,60 / 60,50 / 50,50 / 50,60 / 60,,,,,,,,2018,0,,17060,1,Austin,Hays,RF,22,BAL,2018,2018 Report,19363,0,,90,1,50,0,2018,3rd rd 2016,,72,205,R,R,Jacksonville,"Hays had a spectacular breakout 2017 campaign, hitting 32 homers and 32 doubles split between Hi and Double-A, prompting Baltimore to give him a look in the Majors in September. His hands are electric and allow Hays to turn on just about everything, and he tries to, which prompted big league pitchers to work him down and away. It may take an approach adjustment for Hays to max out his offensive potential as he's overly aggressive and his style of hitting may be exploited in the Majors. But he has bat speed and power and should play an above average right field (or be better than Adam Jones in center) fairly soon.",Atv7VME2ktM,40.0,50.0,45.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,Medium,n/a,6.057,,,,
,MLB,sa738390,Zack Collins,Zack Collins,/players/zack-collins/19181/stats/batting,19181,C,-1.0,,,Low,2018,50,220,"6' 3""",,91,6,,Miami,30 / 40,40 / 65,70 / 70,20 / 20,40 / 45,50 / 50,,,,,,,,2018,0,,17104,6,Zack,Collins,1B,22,CHW,2018,2018 Report,19181,0,,91,6,50,0,2018,1st rd 2016,,75,220,L,R,Miami,"Scouts think it's pretty unlikely that Collins catches, at least full-time, but even with a strikeout-heavy offensive profile it's likely that his combination of tireless patience and plus power enable him to reach base and slug enough to profile at first base. What Collins projects to do looks a lot like what Eric Thames did in 2017, except Collins could add some value by catching onc in a while. His is a profile of extremes, but rhe end result is a solid, perhaps bland, everyday first baseman.",fK2DsmC5BT0,30.0,40.0,40.0,65.0,70.0,70.0,20.0,20.0,40.0,45.0,50.0,50.0,,,,,,,,,,,0,0,,0,Low,0,2.102,,,,
AAA,MLB,sa828799,Bobby Bradley,Bobby Bradley,/players/bobby-bradley/17278/stats/batting,17278,1B,,,,Medium,2019,50,225,"6' 1""",,92,4,,Harrion Central HS (MS),30 / 40,40 / 60,65 / 65,20 / 20,40 / 45,50 / 50,,,,,,,,2018,0,,17127,4,Bobby,Bradley,1B,21,CLE,2018,2018 Report,17278,0,,92,4,50,0,2019,3rd rd 2014,,73,225,L,R,Harrion Central HS (MS),"You can copy and paste the Zack Collins report into this space, as Bradley also wields an imbalanced but promising offensive profile comprised of tremendious raw power and enough walking to make up for all the strikeouts. Bradley has now been this type of hitter up through Double-A and his offensive profile is pretty stable. He turns 22 at the end of May and will likely spend much of 2018 at Triple-A. The presence of Edwin Encarnacion and Yonder Alonso make Bradley a potential trade chip.",JeDVcWGcXVk,30.0,40.0,40.0,60.0,65.0,65.0,20.0,20.0,40.0,45.0,50.0,50.0,,,,,,,,,,,0,0,,0,Medium,0,0.144,,,,
MLB,MLB,sa736940,Jose Siri,Jose Siri,/players/jose-siri/17452/stats/batting,17452,OF,1.0,,,High,2020,50,175,"6' 2""",,93,4,,Dominican Republic,35 / 60,40 / 55,50 / 50,60 / 60,50 / 55,60 / 60,,,,,,,,2018,0,,17450,4,Jose,Siri,CF,22,CIN,2018,2018 Report,17452,0,,93,4,50,0,2020,J2 2012,,74,175,R,R,Dominican Republic,"There are some red flags here, chief among them Siri's reckless and epicurean approach at the plate. But he's remarkably talented, posessing elite bat control and an ability to lift the ball in the air with great regularity. Siri is also a plus runner with a chance to be a plus defensive center fielder with a plus arm, so his bat has some room for regression after a breakout 2017. His scouting report reads much like Nick Williams' has for the last several years with a tick better tools across the board.",O-dXckzAobc,35.0,60.0,40.0,55.0,50.0,50.0,60.0,60.0,50.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,High,0,4.015,,,,
AAA,MLB,sa917923,Braxton Garrett,Braxton Garrett,/players/braxton-garrett/21844/stats/pitching,21844,P,20.0,,,High,2021,50,190,"6' 3""",,94,6,,Florence HS (AL),,,,,,,50 / 50,,55 / 60,40 / 55,,,45 / 55,2018,0,,17499,6,Braxton,Garrett,LHP,20,MIA,2018,2018 Report,21844,0,,94,6,50,0,2021,1st rd 2016,,75,190,L,L,Florence HS (AL),"Garrett made four starts at Low-A Greensboro before he was shut down with an elbow injury that would require Tommy John. Pre-injury he was 90-93 with a plus curveball and the athleticism and arm action that allow for pretty significant changeup and command projection, both of which he was already starting to show. He looked like a quick-moving #3 starter before the surgery.",m1S8r6P_0gU,,,,,,,,,,,,,50.0,50.0,,,55.0,60.0,,,45.0,55.0,0,0,,0,High,1,3.168,40.0,55.0,,
AAA,MLB,sa828673,Michael Chavis,Michael Chavis,/players/michael-chavis/17321/stats/batting,17321,1B/2B,18.0,,,Medium,2018,50,190,"5' 10""",,95,1,,Sprayberry HS (GA),30 / 40,50 / 60,65 / 65,40 / 40,40 / 45,55 / 55,,,,,,,,2018,0,,17080,1,Michael,Chavis,1B,22,BOS,2018,2018 Report,17321,0,,95,1,50,0,2018,1st rd 2014,,70,190,R,R,Sprayberry HS (GA),"If you were to just look at Chavis' 2016 stats and then be told that he's really only a viable defensive fit at first base, you'd call him a non-prospect. A broken finger caused the downturn in production and in 2017 Chavis was back to taking monster hacks that produce comfortably plus raw power. He's going to strike out and isn't especially patient, but he has a good chance to get to most of that power and pass Sam Travis on the Red Sox depth chart early in the year.",eaAbGhTyWvg,30.0,40.0,50.0,60.0,65.0,65.0,40.0,40.0,40.0,45.0,55.0,55.0,,,,,,,,,,,0,0,,0,Medium,1,4.089,,,,
AAA,MLB,sa917938,Cole Ragans,Cole Ragans,/players/cole-ragans/21846/stats/pitching,21846,P,7.0,,,Medium,2020,50,190,"6' 3""",,96,3,,North Florida Christian HS (FL),,,,,,,45 / 50,,40 / 50,60 / 65,,,40 / 50,2018,0,,17323,3,Cole,Ragans,LHP,20,TEX,2018,2018 Report,21846,0,,96,3,50,0,2020,1st rd 2016,,75,190,L,L,North Florida Christian HS (FL),"Ragans emerged as a sophomore on a loaded Tallahasse-area high school team with 5 pro players on it. He isn't a sexy upside type of prospect, but Ragans has a clear separator that will get him to the big leagues: a knockout 65-grade changeup that he has plus feel for. His fastball is sneaky productive despite average velocity and his curveball has always been fringy, though scouts assume there will be an average breaking ball of some sort eventually, due to Ragans' ability to get the most out of his other pitches. His upside is a mid-rotation starter and more likely a back-end innings eater, but Ragans doesn't need to make many more adjustments before he's ready and scouts rave about his makeup.",9643WDWjlw0,,,,,,,,,,,,,45.0,50.0,,,40.0,50.0,,,40.0,50.0,0,0,,0,Medium,2,3.029,60.0,65.0,,
MLB,MLB,sa917944,Brandon Marsh,Brandon Marsh,/players/brandon-marsh/20202/stats/batting,20202,OF,26.0,,,High,2020,50,200,"6' 2""",,97,4,,Buford HS (GA),30 / 50,30 / 50,55 / 60,60 / 55,40 / 50,60 / 60,,,,,,,,2018,0,,17044,4,Brandon,Marsh,OF,20,LAA,2018,2018 Report,20202,0,,97,4,50,0,2020,2nd rd 2016,,74,200,L,R,Buford HS (GA),"Marsh was shelved with a back injury during the summer of 2016 but was healthy and turned loose on the Pioneer League in 2017. He has good feel to hit and plus raw power projection (though he'll likely need to refine his approah to get to all of that power) with a non-zero chance of staying in center field. Marsh's frame suggests added mass as he ages, which might move him to right field, but he''ll probably have the bat to play there, too.",f6w57ie4WkA,30.0,50.0,30.0,50.0,55.0,60.0,60.0,55.0,40.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,High,2,4.078,,,,
,AAA,sa917925,Jay Groome,Jay Groome,/players/jason-groome/sa917925/stats/pitching,sa917925,P,-1.0,,,High,2021,50,220,"6' 5""",,98,2,,Barnegat HS (NJ),,,,,,,55 / 55,,55 / 65,40 / 50,,,40 / 50,2018,0,,17081,2,Jay,Groome,LHP,19,BOS,2018,2018 Report,sa917925,0,,98,2,50,0,2021,1st rd 2016,,77,220,L,L,Barnegat HS (NJ),"Groome still touts the fastball/curveball combination that made him such a dynamite amateur prospect, but his 2017 season was marred by injury, no changuep development and questions about his conditioning. There's still time for him to become a front end starter but the timeline has shifted.",2KZQaauTk3Y,,,,,,,,,,,,,55.0,55.0,,,55.0,65.0,,,40.0,50.0,0,0,,0,High,1,0.000,40.0,50.0,,
,MLB,sa917929,Alex Kirilloff,Alex Kirilloff,/players/alex-kirilloff/20325/stats/batting,20325,1B/OF,-2.0,,,Medium,2021,50,195,"6' 2""",,99,3,,Plum HS (PA),30 / 55,30 / 50,55 / 60,50 / 45,40 / 50,60 / 60,,,,,,,,2018,0,,17196,3,Alex,Kirilloff,RF,20,MIN,2018,2018 Report,20325,0,,99,3,50,0,2021,1st rd 2016,,74,195,L,L,Plum HS (PA),"Some scouts are put off by Kiriloff's buggy whip swing but he showed great feel to hit in high school and during his first pro summer, so most think he'll be able to tap into what projects as plus raw power. Kiriloff had Tommy John last March and didn't play in 2017. Assuming a full arm strength recovery, he projects in right field.",l3xPPnRQA7o,30.0,55.0,30.0,50.0,55.0,60.0,50.0,45.0,40.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,Medium,1,3.141,,,,
,AA,sa873722,Franklin Perez,Franklin Perez,/players/franklin-prez/sa873722/stats/pitching,sa873722,P,-1.0,,,Medium,2021,50,197,"6' 3""",,100,1,,Venezuela,,,,,,,55 / 60,45 / 50,50 / 55,50 / 60,,,45 / 50,2018,0,,17146,1,Franklin,Perez,RHP,20,DET,2018,2018 Report,sa873722,0,,100,1,50,0,2021,J2 2014,,75,197,R,R,Venezuela,"Acquired from Houston as part of the return for Justin Verlander, Perez has advanced command of a four-pitch mix that enabled him to reach Double-A at age 19. He'll likely have a plus fastball and changeup at peak while his breaking balls are still works in progress. So too is Perez's ability to handle a full-season workload. He's had some knee trouble and Houston spaced out his starts pretty liberally late last year as a way to limit his inning. His 86 innings last year were a career high, so while Perez is advanced from a stuff and pitchability standpoint, he likely won't reach Detroit and stay there until he's capable of handling more innings. He projects as an above-average big league starter with a bit more developmental distance to travel than you might think given his level.",,,,,,,,,,,,,,55.0,60.0,45.0,50.0,50.0,55.0,,,45.0,50.0,0,0,,0,Medium,1,0.000,50.0,60.0,,
,A+,sa917352,Aramis Ademan,Aramis Ademan,/players/aramis-ademan/sa917352/stats/batting,sa917352,SS,-2.0,,,,2020,50,160,"5' 11""",,,1,,Dominican Republic,20 / 55,30 / 45,40 / 45,55 / 50,45 / 55,55 / 55,,,,,,,,2018,0,,17425,1,Aramis,Ademan,SS,19,CHC,2018,2018 Report,sa917352,0,,0,1,50,0,2020,J2 2015,,71,160,L,R,Dominican Republic,,O6qGFx-xdpQ,20.0,55.0,30.0,45.0,40.0,45.0,55.0,50.0,45.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AA,AA,sa917039,Seuly Matias,Seuly Matias,/players/seuly-matias/sa917039/stats/batting,sa917039,OF,,,,,2022,50,200,"6' 3""",,,1,,Dominican Republic,20 / 40,30 / 60,60 / 70,55 / 50,40 / 45,70 / 70,,,,,,,,2018,0,,17170,1,Seuly,Matias,RF,19,KCR,2018,2018 Report,sa917039,0,,0,1,50,0,2022,J2 2015,,75,200,R,R,Dominican Republic,,,20.0,40.0,30.0,60.0,60.0,70.0,55.0,50.0,40.0,45.0,70.0,70.0,,,,,,,,,,,0,0,,0,,R5,,,,,
MLB,MLB,sa3004693,Heliot Ramos,Heliot Ramos,/players/heliot-ramos/22515/stats/batting,22515,OF,30.0,,,,2023,50,185,"6' 2""",,,1,,Leadership Christian (PR),20 / 40,30 / 60,60 / 70,60 / 60,40 / 55,60 / 60,,,,,,,,2018,0,,17755,1,Heliot,Ramos,CF,18,SFG,2018,2018 Report,22515,0,,0,1,50,0,2023,1st rd 2017,,74,185,R,R,Leadership Christian (PR),,,20.0,40.0,30.0,60.0,60.0,70.0,60.0,60.0,40.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,,0,2.103,,,,
MLB,MLB,sa829588,David Peterson,David Peterson,/players/david-peterson/20302/stats/pitching,20302,P,25.0,,,,2019,50,240,"6' 6""",,,1,,Oregon,,,,,,,55 / 55,50 / 55,40 / 45,50 / 55,,,45 / 55,2018,0,,17617,1,David,Peterson,LHP,22,NYM,2018,2018 Report,20302,0,,0,1,50,0,2019,1st rd 2017,,78,240,L,L,Oregon,,,,,,,,,,,,,,,55.0,55.0,50.0,55.0,40.0,45.0,,,45.0,55.0,0,0,,0,,n/a,5.089,50.0,55.0,,
,MLB,sa857836,Kyle Lewis,Kyle Lewis,/players/kyle-lewis/19508/stats/batting,19508,OF,-1.0,,,,2020,45,205,"6' 4""",,,1,,Mercer,30 / 50,40 / 55,55 / 60,45 / 40,45 / 50,60 / 60,,,,,,,,2018,0,,17274,1,Kyle,Lewis,OF,22,SEA,2018,2018 Report,19508,0,,0,1,45,0,2020,1st rd 2016,,76,205,R,R,Mercer,,nwMhSV87AD0,30.0,50.0,40.0,55.0,55.0,60.0,45.0,40.0,45.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,,1,3.067,,,,
AAA,MLB,sa735853,Adbert Alzolay,Adbert Alzolay,/players/adbert-alzolay/17859/stats/pitching,17859,P,25.0,,,,2019,50,180,"6' 0""",,,2,,Venezuela,,,,,,,60 / 60,,55 / 60,40 / 45,,,45 / 50,2018,0,,17426,2,Adbert,Alzolay,RHP,22,CHC,2018,2018 Report,17859,0,,0,2,50,0,2019,J2 2012,,72,180,R,R,Venezuela,,hnS3Oz08Xc4,,,,,,,,,,,,,60.0,60.0,,,55.0,60.0,,,45.0,50.0,0,0,,0,,0,4.050,40.0,45.0,,
,MLB,sa737615,Chance Sisco,Chance Sisco,/players/chance-sisco/15694/stats/batting,15694,C,-1.0,,,,2018,50,195,"6' 2""",,,2,,Santiago HS (CA),50 / 55,40 / 45,50 / 50,30 / 30,45 / 50,40 / 40,,,,,,,,2018,0,,17061,2,Chance,Sisco,C,22,BAL,2018,2018 Report,15694,0,,0,2,50,0,2018,2nd rd 2013,,74,195,L,R,Santiago HS (CA),,wqnkU1fRew8,50.0,55.0,40.0,45.0,50.0,50.0,30.0,30.0,45.0,50.0,40.0,40.0,,,,,,,,,,,0,0,,0,,0,3.009,,,,
